"","Data","Preço ABEV3.SA","Preço ALPA4.SA","Preço AMER3.SA","Preço ASAI3.SA","Preço AZUL4.SA","Preço B3SA3.SA","Preço BBAS3.SA","Preço BBDC3.SA","Preço BBDC4.SA","Preço BBSE3.SA","Preço BEEF3.SA","Preço BPAC11.SA","Preço BPAN4.SA","Preço BRAP4.SA","Preço BRFS3.SA","Preço BRKM5.SA","Preço CASH3.SA","Preço CCRO3.SA","Preço CIEL3.SA","Preço CMIG4.SA","Preço COGN3.SA","Preço CPFE3.SA","Preço CPLE6.SA","Preço CRFB3.SA","Preço CSAN3.SA","Preço CSNA3.SA","Preço CVCB3.SA","Preço CYRE3.SA","Preço DXCO3.SA","Preço ECOR3.SA","Preço EGIE3.SA","Preço ELET3.SA","Preço ELET6.SA","Preço EMBR3.SA","Preço ENEV3.SA","Preço ENGI11.SA","Preço EQTL3.SA","Preço EZTC3.SA","Preço FLRY3.SA","Preço GGBR4.SA","Preço GOAU4.SA","Preço GOLL4.SA","Preço HAPV3.SA","Preço HYPE3.SA","Preço IGTI11.SA","Preço IRBR3.SA","Preço ITSA4.SA","Preço ITUB4.SA","Preço JBSS3.SA","Preço JHSF3.SA","Preço KLBN11.SA","Preço LREN3.SA","Preço LWSA3.SA","Preço MGLU3.SA","Preço MRFG3.SA","Preço MRVE3.SA","Preço MULT3.SA","Preço NTCO3.SA","Preço PCAR3.SA","Preço PETR3.SA","Preço PETR4.SA","Preço PETZ3.SA","Preço PRIO3.SA","Preço QUAL3.SA","Preço RADL3.SA","Preço RAIL3.SA","Preço RDOR3.SA","Preço RENT3.SA","Preço SANB11.SA","Preço SBSP3.SA","Preço SOMA3.SA","Preço SUZB3.SA","Preço TAEE11.SA","Preço TIMS3.SA","Preço TOTS3.SA","Preço UGPA3.SA","Preço USIM5.SA","Preço VALE3.SA","Preço VBBR3.SA","Preço VIIA3.SA","Preço VIVT3.SA","Preço WEGE3.SA","Preço YDUQ3.SA"
"44",2022-11-17,14.6291904449463,15.6999998092651,10.9099998474121,19.383659362793,13.1700000762939,11.3722705841064,31.623441696167,12.3579406738281,14.5694189071655,26.9988021850586,12.1652307510376,23.2794914245605,6.12072515487671,25.9467506408691,10.4499998092651,29.6700000762939,11.1999998092651,11.4974336624146,4.55334424972534,9.45039367675781,2.34999990463257,30.5763683319092,6.98361730575562,15.9848356246948,16.1615867614746,12.4035568237305,5.51999998092651,13.2394647598267,7.48407506942749,4.50144577026367,36.2596549987793,43.5364265441895,45.2641143798828,13.8900003433228,12.6000003814697,42.0678787231445,27.0784320831299,15.1265344619751,15.9685554504395,25.6538696289062,11.7871026992798,8.35000038146973,5.5,44.5084075927734,17.2437171936035,24.2999992370605,8.26692199707031,25.2186222076416,22.6652412414551,4.98856639862061,21.3632411956787,23.5816860198975,7.48425626754761,3.39000010490417,8.95780944824219,8.60999965667725,21.478572845459,12.8400001525879,18.5100002288818,22.6384963989258,19.1212921142578,7.69713401794434,35.7999992370605,5.72279500961304,21.9347171783447,18.8154525756836,29.3997230529785,59.2459297180176,26.6586799621582,53.5856056213379,11.3413610458374,55.9180335998535,34.8519554138184,12.3145914077759,29.03542137146,12.8588514328003,7.54475450515747,78.6652145385742,16.3576183319092,2.41000008583069,36.5427284240723,39.0059547424316,11.6653718948364
"45",2022-11-18,14.8381795883179,15.8500003814697,10.3800001144409,19.0357475280762,13.0900001525879,11.5870265960693,31.5134525299072,12.4141120910645,14.6350469589233,27.1971874237061,12.4764347076416,24.3195381164551,6.08379745483398,25.5690689086914,10.2200002670288,29.2999992370605,11,11.297999382019,4.58955430984497,9.54268360137939,2.25999999046326,30.8785591125488,6.85908079147339,15.5230722427368,16.114330291748,11.9620885848999,5.6399998664856,13.1524896621704,7.25859832763672,4.45154047012329,36.3973541259766,43.7450675964355,45.6773567199707,14.1999998092651,12.75,42.5114059448242,27.1574077606201,14.9330959320068,15.7839460372925,25.2060222625732,11.5691585540771,8.35000038146973,5.67999982833862,43.7643165588379,17.5772132873535,22.2000007629395,8.34181976318359,25.4189987182617,21.8320980072021,4.95280647277832,21.1531410217285,23.5719623565674,7.33556222915649,3.15000009536743,8.75442314147949,8.39999961853027,21.585578918457,12.3100004196167,18.0599994659424,22.221700668335,18.7974433898926,7.34862232208252,34.5,5.91945457458496,22.1254558563232,19.1941547393799,28.4626007080078,59.0889320373535,26.7351760864258,53.6828384399414,11.3512401580811,55.5609474182129,34.5615997314453,12.2003927230835,29.0551147460938,12.8686447143555,7.22999238967896,76.5163650512695,16.7378005981445,2.21000003814697,36.4485664367676,38.7396659851074,11.1616172790527
"46",2022-11-21,14.8856773376465,16.3899993896484,11.0600004196167,19.5924053192139,13.3400001525879,11.7627363204956,32.2650833129883,12.311128616333,14.5319185256958,27.4677181243896,12.2595357894897,24.5625400543213,6.20381116867065,25.0780830383301,10.5600004196167,29.4699993133545,11.1000003814697,11.4675188064575,4.74344444274902,10.2625370025635,2.30999994277954,31.1532802581787,8.37267684936523,15.9258861541748,15.8496971130371,11.8262519836426,5.71999979019165,14.2058486938477,7.45805835723877,4.57131290435791,36.8838768005371,45.324779510498,47.0516166687012,14.3599996566772,12.8500003814697,43.967342376709,27.3745861053467,15.7060127258301,16.1900825500488,25.4341697692871,11.778021812439,8.67000007629395,5.59999990463257,44.5867347717285,18.5482769012451,23.7000007629395,8.35268688201904,25.4953327178955,22.2297344207764,5.13160705566406,20.4177913665771,24.4179859161377,7.7023401260376,3.38000011444092,8.66599559783936,8.61999988555908,22.9085311889648,12.6400003433228,18.3999996185303,22.1412677764893,18.8537635803223,7.77679395675659,34.4900016784668,6.0767822265625,22.4306335449219,19.7622051239014,28.7317752838135,60.4626388549805,26.620433807373,57.6110877990723,11.7068929672241,53.9685249328613,34.7489242553711,12.3145914077759,29.9117012023926,12.9469928741455,7.05830430984497,75.6549224853516,16.8352832794189,2.28999996185303,36.6839637756348,38.9467811584473,11.3986778259277
"47",2022-11-22,14.8761777877808,16.5300006866455,10.6400003433228,19.3538379669189,12.6899995803833,11.7041654586792,31.3534030914307,12.329852104187,14.4756650924683,27.2963829040527,12.0049133300781,23.5030555725098,6.18534755706787,25.229154586792,10.1599998474121,29.3099994659424,11.3000001907349,11.2281970977783,4.6438684463501,10.2348499298096,2.29999995231628,30.887716293335,8.31999969482422,15.5230722427368,15.8969535827637,12.2422513961792,5.53999996185303,13.7323207855225,7.44071483612061,4.44155931472778,37.0417289733887,45.2552337646484,46.9362945556641,14.289999961853,12.8100004196167,43.0609970092773,27.315357208252,15.3889179229736,15.867018699646,26.3441600799561,12.1463794708252,8.31999969482422,5.40000009536743,43.4118537902832,18.0186080932617,23.1000003814697,8.28677082061768,25.0755004882812,22.0403842926025,5.05114650726318,20.4655456542969,24.0192852020264,7.41486549377441,3.33999991416931,8.38302326202393,8.47000026702881,22.3054237365723,12.3800001144409,18.1299991607666,22.247241973877,18.7724132537842,7.53781461715698,35.4700012207031,5.90962171554565,21.6009292602539,19.4433002471924,28.233304977417,59.4814224243164,26.5917472839355,57.231876373291,11.2129316329956,54.1229476928711,34.5896987915039,12.2765245437622,29.0255756378174,13.2701778411865,7.33491325378418,75.8631820678711,16.455099105835,2.29999995231628,36.5238952636719,38.3648986816406,11.2603912353516
"48",2022-11-23,14.9331741333008,16.2000007629395,10.0699996948242,19.2345561981201,12.5799999237061,11.7041654586792,31.740255355835,12.2830419540405,14.3725366592407,27.9546699523926,11.8068761825562,23.9696178436279,6.19457960128784,25.436882019043,10.1700000762939,29.1200008392334,11,11.0985641479492,4.32703542709351,10.1241035461426,2.29999995231628,30.9976024627686,8.05000019073486,15.552547454834,15.5756120681763,12.2677202224731,5.1399998664856,13.3264389038086,7.24992704391479,4.29184436798096,36.5760269165039,44.9273719787598,46.715259552002,14.1800003051758,12.6300001144409,42.7524566650391,27.5621528625488,15.2204627990723,15.6085691452026,26.7172546386719,12.2219400405884,8.13000011444092,5.32999992370605,42.6481819152832,17.891092300415,22.7999992370605,8.23026943206787,24.8178730010986,22.002513885498,4.97962665557861,20.255443572998,23.55251121521,7.45451736450195,3.38000011444092,8.64830875396729,8.3100004196167,22.0816879272461,11.8599996566772,18.0699996948242,22.2554626464844,18.8609256744385,7.38845252990723,35.2700004577637,5.72279500961304,21.4578762054443,19.3137435913086,29.240213394165,58.2745208740234,26.8021106719971,57.3680038452148,10.7288484573364,53.7658538818359,34.3742752075195,12.3050765991211,28.7498931884766,12.9567852020264,7.31583690643311,76.6110229492188,15.9871826171875,2.25,36.7122116088867,38.4043426513672,11.2603912353516
"49",2022-11-24,15.2371587753296,16.7900009155273,11.1800003051758,19.6918106079102,12.8500003814697,12.358193397522,32.2560577392578,12.4983711242676,14.6631746292114,28.5949211120605,12.1840925216675,25.1457405090332,6.62847709655762,25.6068382263184,10.5600004196167,29.2700004577637,11.8999996185303,11.5373210906982,4.51713514328003,10.5301752090454,2.36999988555908,31.5378856658936,8.34000015258789,15.9455347061157,16.1615867614746,12.6242904663086,5.40000009536743,13.8482866287231,7.45805835723877,4.52140808105469,37.1721229553223,46.497142791748,47.6858901977539,14.5,13.0299997329712,43.967342376709,28.2729225158691,15.8546485900879,16.0608577728271,26.9811515808105,12.3069458007812,8.30000019073486,5.59000015258789,44.1559448242188,18.6855983734131,24,8.50335502624512,25.7052459716797,22.3717460632324,5.13160705566406,20.3318462371826,24.8653087615967,7.6329493522644,3.59999990463257,8.70136642456055,8.55000019073486,22.9668998718262,12.1800003051758,18.6800003051758,23.1187171936035,19.5126895904541,7.8166241645813,36.5099983215332,6.09644794464111,22.1731376647949,19.8917598724365,31.2639999389648,60.2467727661133,27.3088932037354,58.8070640563965,11.6476173400879,53.9974822998047,34.9362487792969,12.6096105575562,29.9904689788818,13.7010908126831,7.4398341178894,77.1032791137695,16.8547821044922,2.39000010490417,37.1830062866211,39.213062286377,11.6653718948364
"50",2022-11-25,14.9806718826294,16.1000003814697,10.9499998092651,19.0953884124756,12.460000038147,11.7627363204956,31.5099906921387,12.3392162322998,14.3912868499756,27.6841411590576,11.9577627182007,23.930736541748,6.48999977111816,25.2952518463135,10.1899995803833,28.9599990844727,11.6999998092651,11.3378858566284,4.32703542709351,10.2717657089233,2.27999997138977,30.9792919158936,8.17000007629395,15.4837732315063,15.8686008453369,12.726167678833,5.03000020980835,13.3554306030273,7.06781101226807,4.39165449142456,36.5015182495117,45.0366592407227,46.6864318847656,14.3100004196167,12.4200000762939,42.2317886352539,27.1475353240967,15.1808261871338,15.8393287658691,26.7263565063477,12.2975015640259,7.94999980926514,5.30000019073486,43.725154876709,18.0186080932617,23.3999996185303,8.31502056121826,24.798791885376,22.078254699707,4.92598533630371,19.8065967559814,23.3094005584717,7.29591035842896,3.42000007629395,8.50682353973389,8.3100004196167,21.9844131469727,11.4499998092651,18.2600002288818,22.6007633209229,19.1988792419434,7.41832399368286,34.6500015258789,5.58513307571411,21.4292678833008,18.8453502655029,29.5492649078369,57.361988067627,26.5821838378906,58.4278526306152,11.1042594909668,53.0227279663086,34.2525100708008,12.4383096694946,28.4052886962891,12.9274053573608,7.25860738754272,76.582633972168,16.0456714630127,2.24000000953674,36.4674034118652,38.562141418457,11.0924730300903
"51",2022-11-28,15.1136646270752,16,9.89000034332275,19.2047348022461,12.5200004577637,11.7920198440552,32.0810508728027,12.2924041748047,14.3725366592407,27.5488758087158,11.8445978164673,23.7071762084961,6.29613065719604,25.3046913146973,10.1000003814697,28.6599998474121,11.3999996185303,11.5971517562866,4.30893087387085,10.2902231216431,2.19000005722046,31.0617046356201,8.14000034332275,15.414999961853,16.0481739044189,12.1912364959717,4.73999977111816,13.2201375961304,7.02445030212402,4.32178688049316,36.5387725830078,45.4241333007812,46.8401947021484,14.0200004577637,12.1400003433228,41.807544708252,26.8513813018799,14.8736419677734,16.1347007751465,26.6353569030762,12.3069458007812,7.90999984741211,5.1399998664856,43.2454109191895,18.1853561401367,22.2000007629395,8.24910163879395,24.3503322601318,21.5386047363281,4.87234497070312,19.5964984893799,22.2786159515381,7.38512659072876,3.3199999332428,8.00278091430664,8.28999996185303,22.0038661956787,11.3699998855591,18.4300003051758,23.1598243713379,19.6012001037598,7.20921754837036,34.9000015258789,5.60479927062988,21.3148212432861,19.5329914093018,29.1604595184326,57.4503021240234,26.2379570007324,58.5056381225586,10.8671579360962,53.0227279663086,33.7841987609863,12.4383096694946,28.4249801635742,13.0547208786011,6.94384527206421,76.9612808227539,15.6362457275391,2.08999991416931,36.2225952148438,36.9841499328613,11.1517391204834
"52",2022-11-29,14.9711723327637,16.2700004577637,10.2399997711182,19.2842559814453,12.1199998855591,12.2508153915405,32.467903137207,12.4890079498291,14.5412940979004,27.8554763793945,12.0897874832153,24.2709350585938,6.81311464309692,26.3433170318604,10.0100002288818,29.2000007629395,11.3000001907349,11.7168130874634,4.33608770370483,10.5301752090454,2.25,31.24485206604,8.01000022888184,15.4641237258911,16.3222579956055,13.2232990264893,4.73999977111816,13.8579511642456,7.11117219924927,4.34174919128418,36.594654083252,46.2189559936523,47.1285018920898,13.5100002288818,12.1899995803833,41.5761337280273,27.0784320831299,15.2898273468018,16.3562297821045,28.2278366088867,12.750864982605,7.92000007629395,5.19000005722046,43.4803886413574,18.7248344421387,22.2000007629395,8.27735233306885,24.5602493286133,21.264045715332,5.05114650726318,19.2240505218506,22.3272380828857,7.74199199676514,3.35999989509583,8.01162433624268,8.52000045776367,22.4707908630371,11.5100002288818,19.7800006866455,24.1546173095703,20.4219398498535,7.25900459289551,35.2799987792969,5.94895362854004,21.4292678833008,19.3934688568115,30.1374588012695,59.2851753234863,26.3909454345703,58.1847686767578,11.3117237091064,51.4496116638184,33.7280006408691,12.4858932495117,28.7597370147705,13.4562530517578,7.36352777481079,79.933708190918,15.9481906890869,2.15000009536743,36.1943435668945,37.1912651062012,11.3394117355347
"53",2022-11-30,15.1231641769409,16.75,10.5600004196167,19.9303779602051,12.2799997329712,12.4265241622925,32.495532989502,12.8822164535522,14.6069221496582,28.2432346343994,11.7880153656006,24.3389778137207,6.62847709655762,26.7209987640381,9.42000007629395,28.1399993896484,11.1999998092651,11.7766437530518,4.33608770370483,10.5947780609131,2.24000000953674,31.9591274261475,8.07999992370605,15.6900939941406,17.0405521392822,13.3799514770508,5.03000020980835,13.8772783279419,7.24125480651855,4.35173034667969,36.7902488708496,47.1926155090332,47.1669425964355,13.5500001907349,12.3400001525879,41.1422462463379,27.1968936920166,14.9132795333862,16.3654594421387,28.728328704834,12.9303216934204,8.3100004196167,5.19999980926514,43.5097618103027,18.4207630157471,22.5,8.36210346221924,24.8083343505859,20.8758792877197,4.95280647277832,18.7083511352539,22.5120010375977,8.32685375213623,3.41000008583069,7.73749542236328,8.59000015258789,22.3054237365723,11.710000038147,20.7700004577637,24.9849834442139,21.4518871307373,7.33866453170776,36.0499992370605,6.04728364944458,21.9824028015137,19.3934688568115,30.9649181365967,58.9711875915527,26.2762031555176,58.6223220825195,11.3907566070557,51.2951965332031,32.7913703918457,12.371693611145,30.3843059539795,13.9067535400391,7.45891094207764,81.1359329223633,16.1139106750488,2.1800000667572,35.8271255493164,38.4635200500488,11.359167098999
"54",2022-12-01,15.2751550674438,15.5799999237061,9.82999992370605,19.5625858306885,11.6300001144409,12.1141529083252,32.4586982727051,12.5639047622681,14.4381647109985,28.9015216827393,11.2127599716187,24.154296875,6.42537641525269,27.1458930969238,8.56999969482422,27.7800006866455,11.1000003814697,11.4376039505005,4.16409254074097,10.4009714126587,2.20000004768372,31.199068069458,8.11999988555908,14.8353414535522,16.5112819671631,13.2048692703247,5.03000020980835,13.6163549423218,7.03312253952026,4.25192022323608,37.4515419006348,45.8016738891602,46.2059211730957,13.8599996566772,12.2700004577637,41.3736534118652,27.0192012786865,14.7349147796631,16.1162395477295,27.9184398651123,12.7036399841309,7.98000001907349,4.90999984741211,43.4510192871094,18.05784034729,21,8.2426929473877,24.8060874938965,20.4214382171631,4.86340570449829,18.8420524597168,21.8021202087402,8.33676719665527,3.09999990463257,7.19808197021484,8.36999988555908,21.4202079772949,11.3299999237061,19.7600002288818,24.0477390289307,20.5909156799316,6.9403657913208,36.7000007629395,6.04728364944458,21.7916660308838,19.0446681976318,30.2072429656982,56.949878692627,26.5056915283203,58.5639801025391,10.6596937179565,51.3144950866699,32.9131317138672,12.371693611145,28.9861946105957,13.7206783294678,7.12507152557373,81.5808486938477,15.7824697494507,2.07999992370605,36.3073272705078,37.7830123901367,11.1714944839478
"55",2022-12-02,15.5126419067383,15.7700004577637,9.67000007629395,20.4174556732178,11.710000038147,12.3972387313843,33.1863479614258,12.5332040786743,14.4278125762939,29.3614234924316,11.335355758667,24.8735790252686,6.44384002685547,27.5141296386719,8.63000011444092,28.0300006866455,11.8000001907349,11.6470108032227,4.23651123046875,10.4840307235718,2.20000004768372,30.6679420471191,7.98999977111816,15.090784072876,16.6436004638672,13.3707361221313,4.98999977111816,14.1285381317139,7.17187643051147,4.31180620193481,37.2745780944824,43.7053298950195,45.3506088256836,13.9799995422363,12.3100004196167,41.0747528076172,26.8612518310547,15.3393726348877,16.1900825500488,28.3006362915039,12.8075370788574,8.02999973297119,5.23000001907349,44.3125953674316,18.4992332458496,21,8.28046226501465,25.1402759552002,21.0368270874023,4.97962665557861,19.0044021606445,21.6951503753662,8.89189147949219,3.24000000953674,7.15386772155762,8.51000022888184,21.9844131469727,12.4799995422363,19.3299999237061,24.3601531982422,20.8484039306641,6.95032262802124,36.689998626709,6.3619384765625,22.2494335174561,19.174222946167,30.61598777771,57.764289855957,26.620433807373,59.0890426635742,10.8572788238525,49.5869636535645,33.0255317687988,12.5239601135254,29.7344779968262,13.7206783294678,7.1632251739502,82.1677627563477,15.9286937713623,2.19000005722046,37.173583984375,38.1281929016113,10.9838209152222
"56",2022-12-05,15.2181587219238,14.9899997711182,9,20.2584095001221,10.9899997711182,11.8603515625,32.4218559265137,12.2051105499268,13.8927555084229,28.7031326293945,11.1750383377075,23.7363357543945,6.23150682449341,27.4763641357422,8.10000038146973,26.7900009155273,11.6999998092651,10.9988460540771,3.97399258613586,10.1425609588623,2.11999988555908,29.3126525878906,7.75,14.8844652175903,16.2277450561523,13.3891658782959,4.6399998664856,13.1524896621704,6.67756462097168,3.99241304397583,36.7529945373535,42.721736907959,44.2358245849609,13.539999961853,12.0799999237061,39.7827301025391,26.1307353973389,14.2196388244629,15.8854808807373,27.8911399841309,12.5997438430786,7.55999994277954,4.98999977111816,42.344669342041,18.0087985992432,19.7999992370605,8.10106563568115,24.405065536499,20.2131538391113,4.65778255462646,19.2526988983154,20.0031051635742,8.36650562286377,3.07999992370605,6.89742469787598,8.05000019073486,21.3034763336182,12.0600004196167,18.7999992370605,24.0312976837158,20.6150550842285,6.85074853897095,36.0200004577637,5.74246120452881,22.4020233154297,18.735725402832,29.0807037353516,55.2720031738281,26.0467166900635,57.5916404724121,10.2151288986206,50.6775283813477,32.5010185241699,12.2289438247681,27.3517818450928,13.2407970428467,7.23953104019165,82.0825576782227,15.2268171310425,2.03999996185303,36.2696647644043,37.0827713012695,10.598596572876
"57",2022-12-06,15.2466564178467,14.8599996566772,9.06999969482422,19.840913772583,11.1300001144409,11.8896369934082,32.7534446716309,12.3832197189331,14.2213001251221,28.8744697570801,10.8826961517334,23.629415512085,6.23150682449341,27.8540458679199,7.96999979019165,26.5900001525879,11.3000001907349,11.4475755691528,3.96494007110596,10.2994527816772,2.1800000667572,29.8987255096436,7.84000015258789,14.8353414535522,16.1426849365234,13.5458183288574,4.63000011444092,13.2781200408936,6.93772888183594,4.26000022888184,37.0696678161621,42.9701156616211,44.5049133300781,13.6300001144409,12.0200004577637,39.9948539733887,26.1504802703857,14.5565481185913,15.3778095245361,28.2551345825195,12.9114322662354,7.86999988555908,5.03000020980835,41.3264389038086,17.9597549438477,20.7000007629395,8.15771865844727,24.9684066772461,19.6735057830811,4.66672325134277,19.7779445648193,21.0144443511963,8.12859535217285,3.11999988555908,7.0123815536499,8.14999961853027,21.2840213775635,12.4099998474121,19.3999996185303,23.9901905059814,20.6311473846436,6.85074853897095,34.6399993896484,5.7916259765625,22.9456214904785,18.7157955169678,28.8314685821533,55.036506652832,26.4578800201416,55.0052185058594,10.4028339385986,51.4399604797363,32.7632713317871,12.2765245437622,27.7948436737061,13.1918296813965,7.48752498626709,83.2753219604492,15.3145513534546,2.10999989509583,36.2225952148438,37.1912651062012,10.5689640045166
"58",2022-12-07,15.1991596221924,14.8900003433228,8.97999954223633,19.9800815582275,11.5600004196167,11.9579677581787,32.6797561645508,12.3176002502441,14.0617208480835,28.5498352050781,11.0807342529297,23.2406139373779,6.1484203338623,26.9948196411133,8.30000019073486,26.0699996948242,11.3000001907349,11.4376039505005,3.98304533958435,10.447114944458,2.20000004768372,30.4023780822754,8.02999973297119,14.9367589950562,15.6890258789062,13.2878036499023,4.78999996185303,13.3940858840942,6.93772888183594,4.28000020980835,37.2280082702637,43.6357803344727,45.0142517089844,13.539999961853,12,41.0554733276367,26.2689418792725,14.8637342453003,15.4701128005981,28.1914367675781,12.9397668838501,8.06999969482422,5.11999988555908,41.9040908813477,17.7341537475586,20.3999996185303,8.12939071655273,24.7869892120361,20.3172950744629,4.68460273742676,19.7397480010986,21.4325942993164,7.85103416442871,2.94000005722046,7.11849594116211,8.26000022888184,21.4980297088623,12.3900003433228,19.5,23.6284446716309,20.3978004455566,6.57193851470947,32.6699981689453,5.70312929153442,22.6976661682129,18.6360683441162,28.5224189758301,54.7617645263672,26.6299953460693,55.8706016540527,10.4028339385986,51.1986846923828,33.1753883361816,12.2194261550903,27.1450176239014,13.1428623199463,7.49706363677979,80.3123550415039,15.1975727081299,2.07999992370605,36.1284255981445,36.7474555969238,10.6084747314453
"59",2022-12-08,14.9141750335693,14.0200004577637,8.60000038146973,19.2246150970459,10.6800003051758,11.4601249694824,32.265266418457,12.0926198959351,13.6580820083618,28.3784980773926,10.9487075805664,22.2977714538574,5.84376907348633,27.3252906799316,7.80999994277954,24.8400001525879,12.3000001907349,11.1185073852539,3.93778324127197,10.1425609588623,2.11999988555908,29.550745010376,7.82000017166138,14.5616121292114,15.5850629806519,12.974497795105,4.30000019073486,12.7756004333496,6.48677682876587,4.15000009536743,36.5015182495117,42.721736907959,43.9859580993652,13.25,12.0200004577637,40.1973342895508,26.0418891906738,14.2691831588745,14.7224540710449,28.1459369659424,12.8169794082642,7.51999998092651,4.98000001907349,41.6397399902344,17.3712291717529,21,7.90278768539429,23.9181118011475,20.0616722106934,4.54156255722046,19.4055004119873,20.5476703643799,7.5139946937561,2.83999991416931,6.73825311660767,8.13000011444092,20.787914276123,11.8299999237061,18.1399993896484,23.1187171936035,19.939151763916,6.38274669647217,33.1699981689453,5.3393087387085,22.4439945220947,17.4899997711182,27.6650505065918,52.6619529724121,25.998908996582,54.762134552002,10.007664680481,51.2469367980957,32.8943977355957,11.8673095703125,26.6231880187988,12.5650453567505,7.22045469284058,81.2968521118164,14.6711654663086,1.99000000953674,34.9608764648438,36.6882781982422,10.5096998214722
"60",2022-12-09,14.7336854934692,13.8100004196167,8.36999988555908,19.1649723052979,10.3500003814697,11.4601249694824,32.2192153930664,12.0082530975342,13.4234066009521,28.6039390563965,10.9109869003296,22.2783298492432,5.61297225952148,28.3922424316406,7.51999998092651,25.0799999237061,12.6000003814697,10.7495527267456,3.93778324127197,10.2256202697754,2.09999990463257,29.4958000183105,7.69999980926514,14.6702070236206,15.7268295288086,13.6471824645996,4.25,12.6596345901489,6.3827109336853,4.09000015258789,35.681884765625,42.3938674926758,43.4573974609375,13.1099996566772,12.1899995803833,40.3612518310547,26.0418891906738,13.9619998931885,14.4916925430298,28.6373310089111,13.0436630249023,7.28000020980835,4.73000001907349,41.5712089538574,17.6066417694092,21.6000003814697,7.88878774642944,23.6904354095459,19.985933303833,4.51474237442017,20.1599464416504,20.168420791626,7.36530065536499,2.79999995231628,6.68519592285156,8.06999969482422,20.8949165344238,11.5299997329712,18.3600006103516,23.0693855285645,19.8828258514404,6.1636815071106,33.6500015258789,5.20164680480957,22.5013465881348,17.5796909332275,26.3291530609131,51.818115234375,25.9702205657959,54.2273483276367,9.62237453460693,53.0709838867188,32.6415100097656,11.9624757766724,26.347505569458,12.3887624740601,7.45891094207764,84.0042266845703,14.5541858673096,2.00999999046326,35.4034156799316,36.5896530151367,9.897292137146
"61",2022-12-12,14.4771995544434,13.6400003433228,8.44999980926514,18.8369407653809,10.5,11.1770391464233,31.1231365203857,11.7832746505737,13.27321434021,28.1801109313965,11.1844692230225,21.1702461242676,5.52988576889038,27.4574794769287,7.46000003814697,24.9599990844727,11.6999998092651,10.5600891113281,4.0192551612854,9.77340507507324,2,28.9738330841064,7.53000020980835,14.3839111328125,15.5189046859741,13.2325134277344,4.26000022888184,12.1281232833862,6.3827109336853,4.03999996185303,35.5794296264648,41.7182731628418,43.0057182312012,13.3400001525879,11.9200000762939,40.2455444335938,26.0912494659424,13.7836351394653,14.3070850372314,28.446231842041,12.8925409317017,7.61999988555908,4.51999998092651,40.5921363830566,17.2339096069336,21.2999992370605,7.83085250854492,23.4664840698242,19.7776470184326,4.45216083526611,20.3031940460205,19.9058609008789,7.38512659072876,2.79999995231628,6.79131031036377,7.69000005722046,20.2431659698486,11.289999961853,17.4799995422363,22.4445552825928,19.2391109466553,5.92470216751099,34.6399993896484,5.10331726074219,21.8226737976074,17.3704109191895,25.2225494384766,50.5523414611816,25.6451168060303,52.9341354370117,9.48406505584717,52.9744720458984,32.1076354980469,11.9910259246826,25.6779861450195,12.0851650238037,7.35399007797241,81.4956436157227,14.2324924468994,2.03999996185303,35.3186721801758,35.5738258361816,9.66023063659668
"62",2022-12-13,14.5151968002319,13.5699996948242,8.38000011444092,18.5188503265381,10.2399997711182,11.1184701919556,29.6486377716064,11.4364309310913,12.8789615631104,27.9636878967285,11.1750383377075,20.2662811279297,5.30832099914551,27.4480361938477,7.15999984741211,25.3299999237061,11.3999996185303,10.2509641647339,3.90157341957092,9.57036972045898,1.97000002861023,27.8566379547119,7.34999990463257,14.0976142883301,15.0557947158813,12.7902021408081,4.25,11.7319059371948,6.33934926986694,4.01999998092651,34.7225456237793,41.6685943603516,42.5828666687012,13.3800001144409,11.5200004577637,40.2166213989258,25.7556076049805,13.149450302124,13.8086462020874,28.1732349395752,12.7036399841309,7.40000009536743,4.3899998664856,40.239673614502,16.6159610748291,21,7.57014656066895,22.5804061889648,19.5314903259277,4.33594036102295,19.5105495452881,19.3710174560547,7.19678163528442,2.79999995231628,6.46412467956543,7.53000020980835,19.5719623565674,10.8699998855591,17.1700000762939,22.1403636932373,18.7643661499023,6.0840220451355,34.8899993896484,4.97548866271973,21.0675296783447,16.4635219573975,24.2256107330322,48.4874649047852,24.8992862701416,52.5063095092773,9.1284122467041,49.5676612854004,31.9952373504639,11.9434413909912,25.6090660095215,11.9088821411133,7.10599517822266,81.8395080566406,13.9302959442139,2.03999996185303,35.0079460144043,35.297679901123,9.55157852172852
